,시나리오 넘버,대사 넘버,배경,캐릭터,표정,대사,번역
,27,7,불의 봉인지,주인공,,순간 솔라에게서 강렬한 빛이 뿜어져 나왔다. 앞을 보기가 힘들 정도로 눈부신 빛이었다.\n드래곤 슬레이어는 그 빛을 정면으로 맞고 바닥을 뒹굴고 있었다.,"Solar emits intense light at the moment. It was a dazzling light that could hardly be seen.\nDragon slayer was right against the light, rolling on the floor."
,27,8,불의 봉인지,솔라,,"정화의 빛이다. 심신을 안정시키고 정신을 치유하는 효과가 있지.\n음, 드래곤 슬레이어의 저주에는 오히려 고통이 되는건가.","It is the light of purification. It has a calming effect on the mind.\nWell, is it a pain in the curse of Dragon slayer? "
,27,9,불의 봉인지,드래곤 슬레이어,,이 빌어먹을 드래곤! 다 알고 있으면서! 크아악!,You damned dragon! You knew everything! Craak!
,27,10,불의 봉인지,주인공,,"솔라에게서 다시 한번 강렬한 빛이 뿜어져 나왔고, 드래곤 슬레이어는 쓰러졌다.\n엄청난 위력이었다. 왜 진작 사용하지 않은거지?","Solar did it again, and Dragon slayer collapsed.\nIt was a great. Why didn't you use it before?"
,27,11,불의 봉인지,렉스톤,,왜 진작 안쓰고 지금 쓰는거야?,Why didn't you use it before?
,27,12,불의 봉인지,주인공,,마음이 통한건지 렉스톤이 내 의문과 똑같은 질문을 건냈다.,"Rexton, for my sake, gave him the same question as my question."
,27,13,불의 봉인지,솔라,,"이성을 잃은 이녀석은 안정시킬 심신도, 치유할 정신도 없었다.\n드래곤을 죽이는 괴물일 뿐이었지.",There were no mind to heal.\nIt was just a monster that killed the dragon.
,27,14,불의 봉인지,주인공,,원래 그런 놈이었다. 차라리 지금 끝장을 내는게 나을 정도다.\n이번엔 제피로스가 그런 내 생각을 읽은건지 말을 건냈다.,"That was the way it was. I would rather have finished it now.\nThis time, Zephyros gave me a piece of advice as to whether he had read my thoughts."
,27,15,불의 봉인지,제피로스,,진정해 (주인공). 불안하고 위협스런 '아군'이다만 그 힘은 아직 필요하다.\n게다가 이 녀석도 나름 고생중이겠지.,"Take it easy (주인공). It is an uneasy and menacing "" ally "" but we still need that power.\nAnd he must be struggling with it."
,27,16,불의 봉인지,주인공,,제피로스가 물끄러미 드래곤 슬레이어가 서있던 지면을 바라봤다.\n그곳은 아까 봤던 것처럼 잔뜩 쥐어 터뜨린 바위들로 가득했다.,"Zephyros looked at the ground where Dragon slayer stood.\nIt was full of rocks, as we saw earlier."
,27,17,불의 봉인지,제피로스,,드래곤 슬레이어의 저주가 정확히 어떤 느낌인진 모르겠지만 힘든 점이 있겠지.\n적어도 이 놈은 저항하고있다. 난 그 점을 높이 사고싶군.,"I don't know exactly what the Dragon slayer curse feels like, but it must be hard.\nAt least it is resisting. I would like to put it high."
,27,18,불의 봉인지,주인공,,납득하기 힘들겠지만 일단 조금만 참아보라는 제피로스.\n잠시 뒤 정신을 차린 드래곤 슬레이어는 나를 쏘아봤다. 나는 아무 말도 할 수 없었다.,"It's hard to understand, Zephiros, who says, Be patient.\nDragon Slayer, who came to his senses after a while, retorted at me. I couldn't say anything."
,,,,퀘스트,32,불의 봉인지를 조사하자.\n(불의 봉인지에 퀘스트 표시),Search the land of fire.
