,시나리오 넘버,대사 넘버,배경,캐릭터,표정,대사,번역,,
,54,15,증명의 탑 마지막 층,고대신룡,변신,고생 많았다 (주인공). 덕분에 돌아올 수 있었어.,"You did good job, (주인공). Thanks to you, I could come back.",,
,54,16,증명의 탑 마지막 층,주인공,,미안해 고대신룡. 그때 내가 좀 더 강했다면......,"I'm sorry, God dragon. If I was stronger then ......",,
,54,17,증명의 탑 마지막 층,고대신룡,변신,"후회는 이해해. 하지만 난 돌아왔고, 지금은 그렇게 풀죽어있을 때가 아냐.","I understand your regrets. But I'm back, and this is not the time to be so depressed.",,
,54,18,증명의 탑 마지막 층,주인공,,그게 무슨 말인가 싶어 고대신룡을 올려봤다.\n고대신룡은 방금 전까지 검은 구멍이 있던 곳을 쳐다보고 있었다.,I looked forward to seeing what it means.\nGod dragon was just looking at the place where the black hole had been.,,
,54,1,증명의 탑 마지막 층,고대신룡,변신,싸움과 전쟁은 아직 끝나지 않았어. 더 큰 위험이 찾아오고 있다.,war is not over yet. There's a bigger danger coming.,,
,54,2,증명의 탑 마지막 층,드래곤 슬레이어,변신,그러니 서둘러 준비해라 약해빠진 인간아.\n이곳 증명의 탑은 아직 카데스의 영역이다. 헬카이저는 돌아올거다.,"So hurry up and get ready, you weak human.\nThe tower of proof is still in Kades's territory. Hell kaiser will be back.",,
,54,3,증명의 탑 마지막 층,주인공,,드래곤 슬레이어가 위협하듯 말했다. 하지만 그 위협은 나를 향한 것이 아니었다.\n그 역시 고대신룡과 마찬가지로 검은 구멍을 쳐다보고 있었다.,"Dragon slayer spoke in a threatening tone. But the threat was not directed at me.\nIt was also staring into a black hole like God dragon.",,
,54,4,증명의 탑 마지막 층,고대신룡,변신,"더 강해져야 해. 이곳 증명의 탑도 좋고, 아르하의 입구도 좋아.\n(주인공), 너는 네 드래곤들을 더욱 강하게 만들어 준비를 해야 한다.","You have to be stronger. You can be stronger at the tower of the proof or gate of Archa.\n(주인공), You have to make your dragons stronger and ready to fight.",,
,54,5,증명의 탑 마지막 층,주인공,,무슨 말이야 그게? 무슨 준비를 하란거야?,What does that mean? Ready for what?,,
,54,6,증명의 탑 마지막 층,드래곤 슬레이어,변신,말귀를 못알아듣는거냐. 다시 쳐들어온단거다.,You don't understand what he is saying. It's coming back.,,
,54,7,증명의 탑 마지막 층,솔라,,카데스.,Kades.,,
,54,8,증명의 탑 마지막 층,주인공,,증오가 불타는 목소리였다. 돌아보자 이글거리는 눈빛의 솔라가 보였다.,"It was a voice burning with hatred. As I turned around, I could see Solar with glaring eyes.",,
,54,9,증명의 탑 마지막 층,솔라,,"그놈은 돌아온다. 여신님을 죽이고, 이 세상을 완벽하게 정복하기 위해.","He's coming back. To kill the goddess, to conquer the world.",,
,54,10,증명의 탑 마지막 층,고대신룡,변신,당연해. 원래 그녀석의 목적지는 유타칸. 아르하는 그 중간 지점일 뿐이야.\n그 중간지에서 이런 굴욕을 맛봤으니 분노가 보통이 아니겠지.,Of course. His final destination is Uthakan. This is just a halfway point.\nHe must be very upset because he got so humiliated here.,,
,54,11,증명의 탑 마지막 층,솔라,,우리 역시 마찬가지로 분노했다.\n두번은 지지 않는다. 이 두번째의 기회는 결단코 놓치지 않아!,"We are equally upset.\nI don't lose twice. Don't miss this second chance!",,
,54,12,증명의 탑 마지막 층,주인공,,의지와 증오가 가득한 목소리였다. 그 목소리에 나도 모르게 침을 꿀꺽 삼켰다.,It was a voice full of will and hatred. I felt nervous at the sound.,,
,54,13,증명의 탑 마지막 층,주인공,,조용히 솔라를 바라보던 고대신룡이 탑 밖을 쳐다봤다.\n그리고 여전히 부서진 세상을 바라보며 말했다.,"God dragon looked out of the tower.\nAnd he said, still looking at the broken world.",,
,54,14,증명의 탑 마지막 층,고대신룡,변신,우린 빛을 찾아 싸워야 해. 우리 세상마저 부서지기 전에.,We have to find the light. Before our world is destroyed.,,
,54,15,증명의 탑 마지막 층,주인공,,신과 어떻게 싸워 이길 수 있지?,How can we fight with god?,,
,54,16,증명의 탑 마지막 층,고대신룡,변신,이미 네가 증명했어. 의지와 용기. 그리고 더 강한 의지와 용기.,You've already proven it. Willingness and courage. And stronger will and courage.,,
,54,17,증명의 탑 마지막 층,주인공,,"그 말을 듣자 지금까지의 여정이 머릿속을 스쳤다. 길고 힘든 여행이었다.\n하지만 충분히 가치가 있었고, 난 그 결실을 맛볼 수 있었다.","The journey so far has struck me. It was a long hard journey.\nBut it was worth it, and I could taste its fruits.",,
,54,18,증명의 탑 마지막 층,드래곤 슬레이어,변신,다음에 다시 이곳 증명의 탑을 찾아와라. 상태 보고 내가 한번씩 상대해주마.\n물론 헬카이저가 기다리기도 하겠지만.,"Come back to the tower of proof whenever you want. I'll take care of you.\nOf course, Hell kaiser may wait.",,
,54,19,증명의 탑 마지막 층,주인공,,그런 녀석에겐 더이상 지지 않아. 물론 네놈도 마찬가지고!,"I'm not beaten by that guy anymore. You too, of course!",,
,54,20,증명의 탑 마지막 층,드래곤 슬레이어,변신,기세는 좋군. 멍청한 놈.,Do it. Dumb ass.,,
,54,21,증명의 탑 마지막 층,주인공,,드래곤 슬레이어는 웃으며 떠났다. 복수를 포기했는지는 알 수 없지만......\n그나저나 정말 안어울리는 미소였다.,"Dragon slayer smiled off. I don't know if it has given up its revenge......\nAnyway, it was a very inappropriate smile.",,
,54,22,증명의 탑 마지막 층,고대신룡,변신,그만 떠나자. 싸움을 준비할 시간이야.,Let's move. It's time to get ready for a fight.,,
,54,23,증명의 탑 마지막 층,솔라,,우리도 준비하겠다. 두번다시 카데스에게 지지 않기 위해!,We'll be ready. To never lose to Kades again!,,
,54,24,증명의 탑 마지막 층,제피로스,,여신님을 위해!,For the goddess!,,
,54,25,증명의 탑 마지막 층,포폰,,잊혀진 수호룡을 찾기 위해!,To find lost guardian dragons!,,
,54,26,증명의 탑 마지막 층,고대신룡,변신,"그정도로는 약하지. (주인공), 멋있게 한마디 해봐.","That's not enough. (주인공), say something.",,
,54,27,증명의 탑 마지막 층,주인공,,"유타칸과 아르하, 그리고 카데스가 파괴할 또다른 세상을 위해!\n우리들의 싸움은 이제부터 시작이다!","For Yutakan, Archa, and another world that Kades will destroy!\nOur fight begins now!",,
,54,1,컷신4,주인공,,영원한 밤의 신. 어둠의 악신. 그가 세상을 부수며 흘린 피와 눈물이 너무 많아.,The God of eternal night. The evil one. There are so many blood and tears while he destroying the world.,,
,54,2,컷신4,주인공,,비록 신이지만 우린 결코 질 수 없어. 그런 존재는 내버려둬선 안돼.,"Although he is a god, we can never lose him. We shouldn't let him be like that.",,
,54,3,컷신4,주인공,,설령 우리가 쓰러지더라도 우리의 의지는 누군가가 계승하겠지.,Someone will inherit our will even if we fall.,,
,54,4,컷신4,주인공,,"우리를 지켜보고 있을, 아직까지 용기가 부족한 자들을 위해 싸우자.","Let's fight for those who still lack courage, who will be watching us.",,
,54,5,컷신4,주인공,,카데스가 사라지는 그날까지 말이야.,"Until the day, Kades disappears.",,
,,,까만 배경,,59,(ep2 [아르하]에서 ep3 [아르하의 구원]으로 타이틀 로고가 변경되는 화면 연출)\n(타이틀 2초간 보여준 뒤 사라지고 대사 이어짐),,\192.168.0.5\공유폴더\01 게임사업본부\01 프로젝트\01 [게임-COCOS2DX] 드래곤빌리지\02.Design\06.Poster and Banners\01.logo,
,55,1,까만 배경,렉스톤,변신,어...... 난 집에 가도 되지?,Uh ... Can I go home?,,
,,,,,,(아르하로 화면 전환되며 ep2 종료),,,
