﻿TID,KR,EN,TW,JP
dreamlandLordsCrevvassesScenario10_18,그게 무슨 소리야?,What are you talking about?,那是什麼意思？,
dreamlandLordsCrevvassesScenario10_19,꿈의 조각에는 만일을 대비해 신비한 문양이 새겨져 있다.,Dream Piece have mystic markings engraved in case.,夢之碎片上刻著神秘的符文，作為應對萬一的準備。,
dreamlandLordsCrevvassesScenario10_20,그 문양을 하나로 합치면 특수한 지도가 만들어지지….,"When the markings are combined to one, special map is created…",如果將那些符文合併，就能製造出一張特殊的地圖…。,
dreamlandLordsCrevvassesScenario10_21,"…설마?! 잠, 잠깐만! 잠깐만 기다려봐!!","… What?! W, wait! Just a second!!!",…不會吧？！等、等一下！稍等一下！！,
dreamlandLordsCrevvassesScenario10_22,넬슨은 다친 몸에도 불구하고 급하게 무언가를 가져왔다.,"Despite injury, Nelson rushed to bring stuff.",即使傷勢未愈，奈爾森急忙拿來了某個東西。,
dreamlandLordsCrevvassesScenario10_23,마법 용품으로 사용되는 양피지. 자세히 보니 무언가 빼곡히 적혀있다.,Parchment used as magical item. It is filled with detailed writing.,那是用於魔法物品的羊皮紙，仔細一看，上面寫滿了密密麻麻的文字。,
dreamlandLordsCrevvassesScenario10_24,나는 이 문자의 해독이 불가능하지만. 너라면 알고 있겠지?!,"I can't understand these writings, but surely you would know?!",我無法解讀這些文字，但你應該知道吧？！,
dreamlandLordsCrevvassesScenario10_25,"이, 이건?! 꿈의 조각에 새겨져 있는 문양들?!",These are?! Markings on Dream Piece?!,這、這是？！夢的碎片上刻著的符文？！,
dreamlandLordsCrevvassesScenario10_26,혹시 대비해서 기록해뒀지. 난 이 의미가 궁금해서 너를 찾아갔었어.,I recorded just in case. I tried to find you because I was curious about what these mean.,你可能是為了防備而記錄下來的。我當時是因為好奇這些含義才去找你的。,
dreamlandLordsCrevvassesScenario10_27,하지만 불명의 습격을 받아… 우리에게 오지 못했단 거군요?,But you were attacked… and you couldn’t come to us?,但是因遭遇了不明的襲擊…所以沒能來找我們，對吧？,
dreamlandLordsCrevvassesScenario10_28,맞아! 괴상한 마법을 사용해서 나를 궁지로 몰아넣었지…!,That's right! It used weird magic to corner me…!,沒錯！那家伙用奇怪的魔法把我逼入困境…！,
dreamlandLordsCrevvassesScenario10_29,파란 피부에… 머리가 무슨 야자수 같은 생김새였어.,It had blue skin… and had hair like palm tree.,藍色的皮膚…頭髮像是椰子樹一樣的樣子。,
dreamlandLordsCrevvassesScenario10_30,마법… 분명 아스타로트가 분명하다.,Magic… It must be Astaroth.,這魔法…一定是亞斯她錄的所為。,
dreamlandLordsCrevvassesScenario10_31,아스타로트가 모습을 노출하면서까지 막으려 들었다면….,If Astaroth revealed himself to stop this…,如果亞斯她錄為了阻止而現身，那麼…,
dreamlandLordsCrevvassesScenario10_32,혹시… 넬슨이 기록한 이 문양은 크레바스를 막는 실마리는 아닐까?,Maybe… Nelson’s parchment might be a lead to stopping Crevice?,難道奈爾森所記錄的這些符文，會是阻止裂隙的線索嗎？,
dreamlandLordsCrevvassesScenario10_33,모든 문양이 적혀 있다면. 분명 가능할지도 모르겠군.,"If all the markings are recorded, it certainly is possible.",如果所有的符文都寫在上面，那麼或許真有可能。,
dreamlandLordsCrevvassesScenario10_34,...어떤 것이 가능하단 거야?,What's possible?,...什麼東西可能？,
dreamlandLordsCrevvassesScenario10_35,크레바스를 막고 세상을 구하는 것이 말이다.,Stopping Crevice and rescuing the world.,阻止克雷瓦斯並拯救世界。,
dreamlandLordsCrevvassesScenario10_36,!?,!?,!?,
dreamlandLordsCrevvassesScenario10_37,그럼 서둘러 출발하도록 하자. 검은 안개가 세상을 뒤덮기 시작했다.,Then let’s get started. Black Fog is starting to cover the world.,那麼，讓我們趕緊出發吧。黑色的霧開始籠罩整個世界。,
dreamlandLordsCrevvassesScenario11_0,문양의 모양을 조합하여 다시 나열하면….,Combine the markings and rearrange…,將符文的形狀重新組合並排列後...,
dreamlandLordsCrevvassesScenario11_1,"종, 종이에 지도가 생기고 있어!!","A map is appearing on the p, paper!!!",紙，紙上開始顯現出一張地圖！！,
dreamlandLordsCrevvassesScenario11_2,저 위치는 분명 [어둠의 제단]과 [나무 던전]!,That must be [Altar of Darkness] and [Tree Dungeon]!,那個位置一定是【黑暗祭壇】和【樹木地牢】！,
dreamlandLordsCrevvassesScenario11_3,꿈의 드래곤을 수호하는 드래곤은 모두 세 마리.,There are three Guardian Dragons protecting Dragon of Dream.,守護夢的龍一共有三隻。,
dreamlandLordsCrevvassesScenario11_4,"나의 동료, 세크레타와 푸투룸을 찾아야 한다.",We have to find my partners Secreta and Futurum.,我必須找到我的夥伴，秘書塔和普圖魯姆。,
dreamlandLordsCrevvassesScenario11_5,그럼 방법이 생기는 거야?,Then we would have a way?,那麼，這樣就有辦法了嗎？,
dreamlandLordsCrevvassesScenario11_6,그건 알 수 없다.,I am not sure.,這個無法確定。,
dreamlandLordsCrevvassesScenario11_7,"뭐, 뭐야?! 그런 무책임한 발언이 어딨어!!","W, what?! How irresponsible of you to speak like that!!!",什、什麼？！怎麼能說出這麼不負責任的話！！,
dreamlandLordsCrevvassesScenario11_8,하지만 이 방법이 마지막 수단. 더 좋은 방법은 없다.,But this is the last resort. We do not have any other way.,但這個方法是最後的手段，沒有更好的方法了。,
dreamlandLordsCrevvassesScenario11_9,…신용하지 못할 대답이야.,… I can’t trust that.,…這是讓人無法信任的回答。,
dreamlandLordsCrevvassesScenario11_10,나는 투덜거리는 즈믄을 진정시켰다.,I calmed complaining Zimon.,我安撫了抱怨中的吉蒙。,
dreamlandLordsCrevvassesScenario11_11,다만 한가지 필요한 것이 있다.,But we need something.,不過，有一樣東西是必須的。,
dreamlandLordsCrevvassesScenario11_12,시간을 지체하는 동안 검은 안개가 많은 곳을 뒤덮었다.,"While we were talking, Black Fog covered many areas.",在拖延時間的過程中，黑色的霧氣覆蓋了許多地方。,
dreamlandLordsCrevvassesScenario11_13,필시 마의 기운이 가득한 던전 지역은 이미 검은 안개가 가득할 것이다.,Dungeons filled with evil are probably already filled by Black Fog.,充滿魔氣的地牢區域，肯定已經被黑色的霧氣所籠罩了。,
dreamlandLordsCrevvassesScenario11_14,그 검은 안개가 사라지지 않는다면. 드래곤을 찾을 수 없다.,"Unless the Black Fog disappears, we can’t find dragons.",如果那黑色的霧氣無法消散，我們就無法找到龍了。,
dreamlandLordsCrevvassesScenario11_15,"뭐, 뭐라고?! 그럼 대체 어떻게 하라는 거야?!","W, what?! Then what should we do?!",什、什麼？！那該怎麼辦才好？！,
dreamlandLordsCrevvassesScenario11_16,가장 존귀한 빛을 지닌 존재의 힘으로 검은 안개를 제거한다.,We use power of the being that holds the most noble light to remove Black Fog.,以擁有最崇高光輝的存在之力，來驅散黑色的霧氣。,
dreamlandLordsCrevvassesScenario11_17,모든 만물의 수호자이자. 가장 강한 빛을 지닌 존재.,"Guardian of all beings, master of the most powerful light.",萬物的守護者，也是擁有最強光輝的存在。,
dreamlandLordsCrevvassesScenario11_18,그런 존재가 세상에 어디… 설마?!,What is that… Wait!,這樣的存在，怎麼可能在這個世界上…難道是？！,
dreamlandLordsCrevvassesScenario11_19,...고대신룡?,… Ancient God Dragon?,...古代神龍？,
dreamlandLordsCrevvassesScenario11_20,그렇다. 빛의 신의 첫 번째 자손의 힘이라면….,Yes. If it is power of God of Light’s first child…,沒錯。如果是光之神的第一代後裔的力量…,
dreamlandLordsCrevvassesScenario11_21,잠시나마 크레바스가 만든 검은 안개를 물리칠 수 있다.,We can get rid of Crevices’ Black Fog for a while.,就算只是短暫的時間，也能夠擊退裂隙所製造的黑色霧氣。,
dreamlandLordsCrevvassesScenario11_22,그럼. 던전으로 출발하자. 더는 시간이 없다!,"Then, let’s go to the dungeon. We don’t have any more time!",那麼，讓我們出發前往地牢吧，時間不多了！,
dreamlandLordsCrevvassesScenario12_0,이미 세상은 크레바스의 힘에 점차 잠들고 있다.,The world is falling asleep by power of Crevice.,世界已經逐漸陷入克雷瓦斯的力量，沉睡其中。,
dreamlandLordsCrevvassesScenario12_1,어서 움직이자! 이러고 있을 시간이 없어!!,Let's go! We don’t have time!,快點行動吧！我們沒有時間再浪費了！！,
dreamlandLordsCrevvassesScenario12_2,빛의 첫 번째 자손이 함께한다면 반드시 빛을 찾을 수 있을 것이다.,"With the First Child of Light, we will be able to recover light.",如果光的第一代後裔與我們同行，一定能找到光的力量。,
dreamlandLordsCrevvassesScenario12_3,우리는 서둘러 던전 지역으로 향했다.,We hurried to dungeon area.,我們急忙前往地牢區域。,
dreamlandLordsCrevvassesScenario12_4,크레바스의 검은 안개가 이미 어둠의 제단을 덮고 있다.,Crevices’ Black Fog is already covering Altar of Darkness.,克雷瓦斯的黑色霧氣已經覆蓋了黑暗祭壇。,
dreamlandLordsCrevvassesScenario12_5,마치 우리의 접근을 막고자 버티고 있는 것 같구나.,It's as if it is trying to keep us from coming.,彷彿是在阻止我們接近，頑強地抵抗著。,
dreamlandLordsCrevvassesScenario12_6,그렇다면 거 검은 안개 너머에 우리가 찾는 드래곤이 있겠군!,Then the dragon we are looking for must be on the other side of Black Fog!,那麼，黑色的霧氣那邊，必定是我們要找的龍！,
dreamlandLordsCrevvassesScenario12_7,그렇다. 벗의 목소리가 희미하게 느껴진다.,Yes. I can hear my friend’s voice faintly.,沒錯，夥伴的聲音隱約傳來。,
dreamlandLordsCrevvassesScenario12_8,하지만… 검은 안개 사이로 수많은 몬스터가 보이는군.,But… I see lots of monsters through Black Fog.,但是…在黑色的霧氣中，能看到無數的怪物。,
dreamlandLordsCrevvassesScenario12_9,안개를 제거하기 전에 경비로 머무는 몬스터를 물리쳐야겠다.,"Before getting rid of Black Fog, we have to defeat guard monsters.",在清除霧氣之前，必須先擊敗那些守衛的怪物。,
dreamlandLordsCrevvassesScenario12_10,나는 고대신룡과 함께 전투를 준비했다. 물러설 곳은 없다!,I have prepared for battle with Ancient God Dragon. We can’t back up!,我與古代神龍一起準備迎戰，沒有退路！,
dreamlandLordsCrevvassesScenario12_11,모든 경비 몬스터들이 쓰러졌다.,All the monsters are fallen.,所有的守衛怪物都已經倒下。,
dreamlandLordsCrevvassesScenario12_12,이대로 어둠의 제단 가장 깊숙한 곳으로 이동한다.,Let's go to the deepest end of Altar of Darkness.,我們就這樣直奔黑暗祭壇的最深處。,
dreamlandLordsCrevvassesScenario12_13,그곳에 나와 같은 꿈의 드래곤이 잠들어 있을 것이다.,Dragon of Dream like myself must be asleep there.,那裡將會有與我相同的夢的龍在沉睡。,
dreamlandLordsCrevvassesScenario12_14,고대신룡의 힘으로 검은 안개를 제거하자.,Let's remove Black Fog with power of Ancient God Dragon.,以古代神龍的力量，來驅散黑色的霧氣。,
dreamlandLordsCrevvassesScenario13_0,고대신룡의 힘으로 검은 안개가 사라졌다.,"With power of Ancient God Dragon, Black Fog disappeared.",在古代神龍的力量下，黑色的霧氣消失了。,
dreamlandLordsCrevvassesScenario13_1,검은 안개에 감춰진 밝은 빛이 퍼져 나왔다.,A bright light kept under Black Fog shined.,被黑色霧氣掩蓋的明亮光輝開始散發出來。,
dreamlandLordsCrevvassesScenario13_2,나를 악몽에서 구해준 자는 누구인가?,Who rescued me from the nightmare?,救我脫離噩夢的，是誰呢？,
dreamlandLordsCrevvassesScenario13_3,다시 만나서 반갑네. 나의 벗이여.,"It's great to see you, my friend.",真高興再見到你，我的夥伴。,
dreamlandLordsCrevvassesScenario13_4,오르도. 대체 이게 어떻게 된 거지? 우린 분명 꿈의 세계에 있었을 텐데?!,"Ordo, what happened? We should be at Dream Realm?!",奧爾多，究竟發生了什麼事？我們明明應該在夢境世界裡才對？！,
dreamlandLordsCrevvassesScenario13_5,꿈의 세계에 나타난 사악한 마법사로 인해 우린 이 세계로 소환되었네.,We were summoned to this world because of an evil magician that appeared in Dream Realm.,因為夢境世界中出現的邪惡魔法師，我們被召喚到了這個世界。,
dreamlandLordsCrevvassesScenario13_6,우리가 없는 동안. 꿈의 세계는 크레바스가 파멸시키고 말았지.,"While we were gone, Crevice destroyed Dream Realm.",在我們不在的期間，夢境世界被克雷瓦斯摧毀了。,
dreamlandLordsCrevvassesScenario13_7,그럴 수가…!,How can that be…!,怎麼會這樣…！,
dreamlandLordsCrevvassesScenario13_8,하지만 아직 희망은 남아있다네.,"However, we still have hope.",但仍然有希望存在。,
dreamlandLordsCrevvassesScenario13_9,자네와 나. 그리고 푸투룸의 힘을 하나로 합쳐 꿈의 틈새를 열어야 하네.,"You and I, combined with power of Futurum, must open Gap of Dream.",我們，還有普圖魯姆的力量，必須合而為一，打開夢的縫隙。,
dreamlandLordsCrevvassesScenario13_10,바보 같은!! 우리의 목숨을 걸고 틈새를 연다고 해도… 그 위험한 곳을 누가!,How foolish!!! Even if we open the Gap risking our lives… Who would travel to such dangerous place!,是多笨啊！！即使拿命去打開縫隙…誰會敢進那麼危險的地方！,
dreamlandLordsCrevvassesScenario13_11,고개를 돌려 바라보게. 세크레타.,"Turn around and look, Secreta.",轉過頭來看看，秘書塔。,
dreamlandLordsCrevvassesScenario13_12,"…빛, 빛의 첫 번째 자손?! 내 눈으로 아모르의 자손을 볼 줄이야!",… First Child of Light?! AM I seeing the child of Amor!,…光，光的第一代後裔？！竟然能親眼見到阿莫爾的後裔！,
dreamlandLordsCrevvassesScenario13_13,이자의 용기와 첫 번째 자손의 힘이 함께한다면 불가능한 것은 아닐세.,"With his courage and power of the First Child, it is not impossible.",如果這位的勇氣與光的第一代後裔的力量結合，應該不會是無法完成的事情。,
dreamlandLordsCrevvassesScenario13_14,하지만 그건 도박에 가까워! 헛된 희생이 될 수도 있네!!,But it is gambling! It might be a sacrifice in vain.,但那幾乎是賭博啊！！,
dreamlandLordsCrevvassesScenario13_15,나는 세크레타를 굳은 의지를 담긴 눈빛으로 세크레타를 바라보았다.,I gave Secreta a look of certainty.,我以堅定的眼神注視著塞克雷塔。,
dreamlandLordsCrevvassesScenario13_16,…그렇군. 그렇다면 더는 만류하지 않겠네.,… I see. Then I will say no more.,…原來如此。那麼，我不會再阻止你了。,
dreamlandLordsCrevvassesScenario13_17,모든 것을 자네와 빛이 첫 번째 자손에게 맡기도록 하지.,I will leave everything to you and First Child of Light.,一切將交給你和光的第一代後裔來處理。,
dreamlandLordsCrevvassesScenario13_18,그럼 푸투룸을 찾으러 가세. 우리에게는 더는 시간이 없네.,Then let's find Futurum. We do not have much time.,那麼，讓我們去找普圖魯姆吧，我們已經沒有更多時間了。,
dreamlandLordsCrevvassesScenario14_0,저기 봐! 검은 안개야!!,Look! Black Fog!!!,快看！那是黑色的霧氣！！,
dreamlandLordsCrevvassesScenario14_1,안개 사이에 몬스터의 그림자가 보이는군.,I see shadows of monsters through the Black Fog.,在霧氣中，能看到怪物的身影。,
dreamlandLordsCrevvassesScenario14_2,푸투룸은 분명 저 나무 던전에 갇혀 있을 것이다.,Futurum must be held captive in that Tree Dungeon.,普圖魯姆肯定被困在那個樹木地牢裡。,
dreamlandLordsCrevvassesScenario14_3,몬스터를 피해 푸투룸을 찾아보는 것이 좋을 것 같군.,We should evade monsters and find Futurum.,最好避開怪物，先找到普圖魯姆。,
dreamlandLordsCrevvassesScenario14_4,그럼 나무 던전을 수색하면서 푸투룸을 찾아야겠어!,Then we should search Tree Dungeon and find Futurum!,那麼，我們就在樹木地牢中搜尋，尋找普圖魯姆！,
dreamlandLordsCrevvassesScenario14_5,그렇다. 어서 출발하자. 우리에게 더는 시간이 없다.,That is right. Let us go. We do not have any more time.,當然，我們馬上出發吧。時間已經不多了。,
dreamlandLordsCrevvassesScenario14_6,…역시 이곳도 검은 안개가 길을 막고 있어!,… This path is blocked by Black Fog as well!,…果然這裡也被黑霧阻擋了道路！,
dreamlandLordsCrevvassesScenario14_7,틀림없다. 이곳에 나의 동료인 푸투룸이 잠들어 있을 것이다.,This must be it. My partner Futurum must be asleep here.,沒錯。我的夥伴普圖魯姆一定就沉睡在這裡。,
dreamlandLordsCrevvassesScenario14_8,어서. 빛의 첫 번째 자손으로 검은 안개를 제거해다오.,Now. Remove Black Fog with First Child of Light.,快點。作為光之第一子，請去消除這黑暗的霧氣。,
dreamlandLordsCrevvassesScenario14_9,나는 고개를 끄떡이고 고대신룡을 소환했다.,I nodded and summoned Ancient God Dragon.,我點了點頭，並召喚出了古代神龍。,
dreamlandLordsCrevvassesScenario14_10,강렬한 빛이 터져 나왔다. 빛은 점점 커져 사방을 메웠다.,A bright light shined. The light grew bigger and filled the area.,一束強烈的光芒爆發出來，光輝越來越強，迅速佔滿了四周。,
dreamlandLordsCrevvassesScenario14_11,...긴 꿈을 꾸었다. 하지만 그 꿈은 차갑고 시린 어둠뿐이었다.,"… It was a long dream. However, the dream was all cold and icy darkness.",...我做了一個漫長的夢。可是那夢中只有冰冷刺骨的黑暗。,
dreamlandLordsCrevvassesScenario14_12,필시 그러할 것이다. 나의 형제여. 시간이 되었다.,"It must have been, my brother. It is time.",必然如此。我的兄弟，時刻已到。,
dreamlandLordsCrevvassesScenario14_13,우리의 임무와 맹세를 수행할 때가….,It is time that we fulfil our duty and oath…,我們執行使命與誓言的時候已到來……,
dreamlandLordsCrevvassesScenario14_14,나는 나의 주인을 지키지 못했다. 그러할 자격이 있는가?,I could not protect my master. Do I have right to do that?,我未能守護我的主人。我是否還有資格呢？,
dreamlandLordsCrevvassesScenario14_15,운명을 바뀔 것이다. 그 시발점은 바로 지금이다.,Destinies will change. This is the beginning.,命運將會改變的。而這個起點，正是現在。,
dreamlandLordsCrevvassesScenario14_16,…….,…….,…….,
dreamlandLordsCrevvassesScenario14_17,?,?,?,
dreamlandLordsCrevvassesScenario14_18,그렇군. 빛의 첫 번째 자손과 숭고한 빛을 지닌 자를 찾아내었군.,Right. You found the First Child of Light and the One with Noble Light.,原來如此。你已經找到了光之第一子以及擁有崇高光輝之人。,
dreamlandLordsCrevvassesScenario14_19,그렇다면 그 무게를 나눠 받겠네. 모두 힘을 모으세.,Then I will carry the burden with you. Let us combine our strengths.,既然如此，我將與你一起承擔這份重擔。大家，集中所有力量吧。,
dreamlandLordsCrevvassesScenario14_20,꿈의 세계. 그곳은 산자는 들어갈 수 없는 곳.,Dream Realm. A living may not enter.,夢境世界。那是活著的人無法進入的地方。,
dreamlandLordsCrevvassesScenario14_21,하지만 빛의 첫 번째 자손의 힘과 함께라면 그곳은 안전하다.,"However, with power of the First Child of Light, it is safe to enter.",但若與光之第一子的力量同行，那裡便是安全的。,
dreamlandLordsCrevvassesScenario14_22,자… 그럼 모두 힘을 모으세.,Here… Then let us combine our power.,好…那麼，大家集中所有力量吧。,
dreamlandLordsCrevvassesScenario14_23,…기묘한 형태의 파동이 세 마리의 드래곤을 감쌌다.,… Strange wave shrouded three dragons.,…奇異的波動包圍了三隻龍。,
dreamlandLordsCrevvassesScenario14_24,이윽고 그 빛의 파동은 하나의 형태가 되어 모습을 드러냈다.,"Soon, the wave became a form and made appearance.",終於，那道光的波動凝聚成形，顯現出了它的真面目。,
dreamlandLordsCrevvassesScenario14_25,"지금 꿈의 세계로 가는 길이 열렸다, 숭고한 빛을 지닌 자여…!","Now the path to Dream Realm opened, the One with Noble Light…!",現在，通往夢境世界的道路已經打開了，擁有崇高光輝之人啊…！,
dreamlandLordsCrevvassesScenario14_26,"유타칸에 나타난 거대한 틈새를 찾아라, 그리하면 꿈의 세계로 갈 수 있다.","Find the large gap that appeared in Utahkhan. Through the gap, you may enter Dream Realm.",尋找出現於尤塔勘的巨大裂縫，那樣你就能進入夢境世界。,
dreamlandLordsCrevvassesScenario14_27,"우리들의 주인, 황혼의 옵타툽과 여명의 아실리, 꿈의 드래곤을 만나라.","Meet our masters, Optatub of Dusk and Asilli of Dawn. Meet Dragons of Dream.",與我們的主人，黃昏的奧普塔圖布與黎明的阿西利，夢之龍相遇吧。,
dreamlandLordsCrevvassesScenario14_28,그리고 꿈의 세계에 닥친 위험을… 이 세상이 닥칠 멸망을 막아다오!,And put an end to dangers of Dream Realm… and doom of this world!,並阻止夢境世界所面臨的危險…也阻止這個世界即將來臨的毀滅！,
dreamlandLordsCrevvassesScenario15_0,저곳이 바로 꿈의 틈새…!,That must be the Gap of Dream…!,那裡就是夢的裂縫…！,
dreamlandLordsCrevvassesScenario15_1,시간이 없다! 어서 저 틈새로 들어가자!!,There is no time! Let’s enter the Gap!!!,沒有時間了！快進入那個裂縫吧！！,
dreamlandLordsCrevvassesScenario15_2,마치 시간이 멈춰버린 듯한 신비한 세상….,Mystic world as if time stopped…,在彷彿時間停止般的這個神秘世界……,
dreamlandLordsCrevvassesScenario15_3,이곳에서 나는 옵타툽과 아실리를 찾아야 한다.,"Here, I have to find Opdtatub and Asilli.",我必須找到奧普塔圖布和阿西利。,
dreamlandLordsCrevvassesScenario15_4,지체할 시간이 없다! 어서 움직이자!!,There is no time to waste! Let’s move!!,沒有時間耽擱！快點行動吧！！,
dreamlandLordsCrevvassesScenario15_5,생명이 존재하지 않을 것 같은 차가운 공간.,Cold space as if there is no life.,在這個冷到感覺沒生命能生存的冰冷空間，,
dreamlandLordsCrevvassesScenario15_6,이곳에서 무슨 수로 옵타툽과 아실리를 찾지?,How do I find Optatub and Asilli?,我該如何找到奧普塔圖布和阿西利呢？,
dreamlandLordsCrevvassesScenario15_7,가까운 곳에서 몬스터의 소리가 들려온다!,I hear monsters near by!,從附近傳來了怪物的聲音！,
dreamlandLordsCrevvassesScenario15_8,주변의 풍경이 회색으로 변하고 있다. 저 녀석의 정체는 뭐지?!,Surroundings are turning gray. What is this thing?!,周圍的景象變成了灰色。那傢伙到底是什麼東西？！,
dreamlandLordsCrevvassesScenario15_9,크워어어어억!!,Kwooook!!!,克哇啊啊啊!!,
dreamlandLordsCrevvassesScenario15_10,물러설 곳이 없어! 싸워야만 해!!,We don't have anywhere to go! We have to fight!!!,沒有退路了！只有戰鬥！！,
dreamlandLordsCrevvassesScenario15_11,고대신룡이 아니었다면 큰일 날 뻔했어.,"If it were not for the Ancient God Dragon, we would have been in big trouble.",如果不是古代神龍，真的是大事不妙啊。,
dreamlandLordsCrevvassesScenario15_12,대체 이 녀석들의 정체는 뭐지?! 주변의 색을 빨아들이고 있어.,What are these things?! They are absorbing colors from surrounding.,這些傢伙到底是甚麼東西？！它們正在吸收周圍的顏色。,
dreamlandLordsCrevvassesScenario15_13,[밤의 종자라고 불리는 녀석이야. 크레바스의 부하지],[They are called Seed of Night. Crevice’s minions],[那是被稱為「夜之子」的家伙。是克雷瓦斯的部下。],
dreamlandLordsCrevvassesScenario15_14,…신비한 목소리가 내 귀에 들려온다,… A mysterious voice is heard in my ear,…一個神秘的聲音傳入了我的耳中。,
dreamlandLordsCrevvassesScenario15_15,[크레바스의 몬스터들은 꿈의 세계를 조금씩 파괴하고 있어],[Crevice’s monsters are slowly destroying Dream Realm],[克雷瓦斯的怪物們正在一點點摧毀夢境世界。],
dreamlandLordsCrevvassesScenario15_16,[꿈의 세계의 모든 색이 사라지면 너희 세상 또한 멸망하고 말 거야],"[If all colors of Dream Realm disappear, it will be end of your world as well]",[如果夢境世界的所有顏色消失，你們的世界也將隨之滅亡。],
dreamlandLordsCrevvassesScenario15_17,[...너는 황혼의 주인과 여명의 주인을 찾아 이곳에 온 거지?],"[… You are here to find the master of dusk and dawn, right?]",[...你是為了尋找黃昏的主人和黎明的主人而來到這裡的吧？],
dreamlandLordsCrevvassesScenario15_18,"어, 어떻게 내가 온 이유를 알고 있는 거야?","Uhh, how do you know why I’m here?",啊，你怎麼知道我來這裡的原因？,
dreamlandLordsCrevvassesScenario15_19,[...난 누구보다 너를 잘 아는 사람이니까],[… I know you better than anyone],[...因為我是比誰都更了解你的人。],
dreamlandLordsCrevvassesScenario15_20,...나를 잘 알고 있다고?,… You know me?,...你說你很了解我？,
dreamlandLordsCrevvassesScenario15_21,[그보다 시간이 없어…. 부디 크레바스의 몬스터들을 물리쳐줘],"[First, there is no time… Please destroy Crevice’s monsters]",[沒時間聊太詳細了……請一定要擊敗克雷瓦斯的怪物們。],
dreamlandLordsCrevvassesScenario15_22,[꿈의 세계를 탐험하다 보면 가장 깊숙한 곳에 네가 찾는 이들이 있을 거야],"[Travel Dream Realm, and you will find ones you are looking for in the deepest corners]",[當你探索夢境世界時，在最深處會有你尋找的人們。],
dreamlandLordsCrevvassesScenario15_23,[난 이곳에 오래 머물 수 없어… 찾아… 속지… 해줘],[I can’t stay here for long… Find… a… Please],[我不能在這裡待太久…那...拜託...找到他…],
dreamlandLordsCrevvassesScenario15_24,뭐라고? 무슨 소리인지 들리지 않아!!,What? I can’t here you!!!,什麼？我聽不清楚你在說什麼！！,
dreamlandLordsCrevvassesScenario15_25,......,…,......,
dreamlandLordsCrevvassesScenario15_26,...더는 목소리가 들리지 않는다.,… The voice cannot be heard anymore.,...之後聽不到任何聲音,
dreamlandLordsCrevvassesScenario15_27,하지만 옵타툽과 아실리를 만날 방법은 알아냈다.,But now I know how to find Opdtatub and Asilli.,但我已經找到了能見到奧普塔圖布和阿西利的方法了。,
dreamlandLordsCrevvassesScenario15_28,꿈의 세계 지역을 샅샅이 조사해서 두 드래곤의 실마리를 찾아내자.,Let's search through Dream Realm and find hints to locations of the two dragons.,來徹底調查夢境世界，找出那兩條龍的線索吧。,
dreamlandLordsCrevvassesScenario15_29,실마리를 쫓아 이동한다면 반드시 두 드래곤을 찾아낼 수 있을 거야!,Follow the hints and we’ll be able to find the two dragons!,如果追隨這些線索前進，肯定能找到那兩條龍！,
dreamlandLordsCrevvassesScenario16_0,의문의 목소리를 참고삼아 나는 주변을 조사했다.,"Conferring to the mysterious voice, I investigated surrounding areas.",我根據那神秘的聲音開始調查周圍。,
dreamlandLordsCrevvassesScenario16_1,"저, 저건?!","T, that is?!",那、那是？！,
dreamlandLordsCrevvassesScenario16_2,무서운 검은 안개가 주변을 자욱이 감싸고 있다!,Fearsome Black Fog is shrouding the area!,可怕的黑色霧氣正濃密地籠罩著周圍！,
dreamlandLordsCrevvassesScenario16_3,혹시 저곳에 몬스터가 숨어 있는 것은 아닐까?!,That might be where monsters are hiding?!,難道那裡藏著怪物嗎？！,
dreamlandLordsCrevvassesScenario16_4,몬스터가 있다면 물리쳐서 도움이 될만한 정보를 얻어야겠어!!,"If monsters are there, we should look for information that might help!!!",如果有怪物，我得打敗它們，才能獲得有用的情報！！,
dreamlandLordsCrevvassesScenario16_5,"[비스]를 물리쳤을 때, 주변 몬스터들이 다른 곳으로 재빨리 이동했다.","When we defeated [Vis], all the surrounding monsters quickly moved away.",當我擊敗[比斯]時，周圍的怪物們迅速向其他地方移動了。,
dreamlandLordsCrevvassesScenario16_6,[비스]말고 다른 강력한 몬스터가 이 일대를 점령하고 있는 것이 분명해!,There must be another powerful monster other than [Vis] near by!,肯定是除了[比斯]以外，其他強大的怪物佔據了這一帶！,
dreamlandLordsCrevvassesScenario16_7,몬스터의 흔적을 쫓아간다면 드래곤들의 행방을 알 수 있을 거야!,"If we follow traces of monsters, we will be able to locate the dragons!",如果跟隨怪物的痕跡，應該能找到龍的行蹤！,
dreamlandLordsCrevvassesScenario17_0,[검은 안개]가 [꿈의 잔재]에 머물러있다,[Black Fog] is staying at [Vestige of Dream],[黑色霧氣]仍然滯留在[夢的殘跡]中。,
dreamlandLordsCrevvassesScenario17_1,분명 저곳에 꿈의 세계를 오염시키는 또 다른 [몬스터]가 있을 것이다.,There must be another [Monster]] that is corrupting Dream Realm.,一定在那裡有另一隻污染夢境世界的[怪物]。,
dreamlandLordsCrevvassesScenario17_2,[검은 안개]가 더 짙어지기 전에 어서 [꿈의 잔재]로 움직여야겠어!,"Before [Black Fog] becomes thicker, we should move to [Vestige of Dream]!",在[黑色霧氣]變得更濃之前，我得趕快前往[夢的殘跡]！,
