구분,시나리오 넘버,대사 넘버,배경,캐릭터 한글,캐릭터 영문,캐릭터 번자,표정,대사 한글,대사 영문,대사 번자,연출 종류,사운드,INDEX,CODE
,79,19,아르하 월드,쉴라 여신,Sirella,西瑞拉,,"그 기다림 끝에 결국 유타칸의 테이머와 고대신룡, 그리고 드래곤 슬레이어를 만날 수 있었습니다. 이제는 움직여야 할때죠.","After that waiting, I finally got to meet the tamer, God dragon, and Dragon slayer from Utahkhan. It's time to move.",經過那段漫長的等待，終於遇到了尤塔勘的馴獸師、古代神龍，還有屠龍者。現在，正是我們該行動的時候了。,,,,
,79,20,아르하 월드,렉스톤,Rexton,雷克斯頓,변신,그렇다면 왜 헬카이저를 무찌른 뒤에 모습을 드러내지 않으신거죠? 그때부터 함께했다면......,So why didn't you show up after we beat Hell kaiser? If we've been together since then...,那麼，為什麼在擊敗地獄凱撒之後沒有現身呢？如果那時候我們能一起行動……,,,,
,79,21,아르하 월드,쉴라 여신,Sirella,西瑞拉,,방금 봤던 엔더 드래곤이 그 이유입니다. 헬카이저가 쓰러지자 엔더 드래곤이 움직이기 시작했죠. 아르하를 '파멸'시키기 위해서.,"It's because of Ender Dragon we just saw. When Hell kaiser collapsed, Ender Dragon started moving. In order to 'Destroy' Archa.",剛才看到的終焰龍就是原因。地獄凱撒倒下後，終焰龍開始動了。它是來摧毀阿爾哈的，帶來「毀滅」。,,,,
,79,22,아르하 월드,주인공,Player,Player,,빛은 괜시리 음산하게 떨렸다. 아까부터 저렇게 빛이 커졌다 작아졌다 하는게 정말 여신님의 감정인지 상황에 따른 연출인지 헷갈리기 시작한다.,The light quivered. I started to wonder whether the light was really a goddess's feeling or illusion.,光芒莫名其妙地顫動著。從剛才開始，光亮忽明忽暗，讓人開始困惑，這是女神的情感波動，還是情勢所帶來的演出呢？,,,,
,79,23,아르하 월드,쉴라 여신,Sirella,西瑞拉,,시간이 없습니다. 그동안 제가 막고 있었지만 결국 엔더 드래곤은 아르하에 모습을 드러냈습니다. 서둘러서 증명의 탑으로 가세요.,"We have to hurry. I had been blocking it, but finally Ender Dragon appeared in Archa. Hurry up to the tower of proof.",時間不多了。這段時間我一直在阻擋，但終究終焰龍已經現身於阿爾哈。請趕快前往證明之塔。,,,,
,79,24,아르하 월드,주인공,Player,Player,,거긴 갑자기 왜죠?,For what?,為什麼突然要去那裡呢？,,,,
,79,25,아르하 월드,쉴라 여신,Sirella,西瑞拉,,아르하에서 가장 많은 힘이 집중되는 곳이기 때문이죠. 엔더 드래곤은 그곳에서 아르하를 내려다보며 모든 걸 파멸시키기 시작할 겁니다.,That is a place where the most power is concentrated in Archa. Ender Dragon will look down on Archa and start destroying everything there.,因為那是阿爾哈力量最集中之處。終焰龍將會在那裡俯瞰阿爾哈，開始摧毀一切。,,,,
,79,26,아르하 월드,쉴라 여신,Sirella,西瑞拉,,물론 이를 막을 방법이 있습니다. 제가 직접 할 수 있죠. 하지만 아직 시간이 더 필요하기 때문에 부탁드립니다. 엔더 드래곤을 막아주세요.,Of course there is a way to stop it. I can do it myself. But I still need more time. Please stop Ender Dragon.,當然，我有辦法阻止它，我也能親自出手。但還需要些時間，這件事就交給您了。請阻止終焰龍。,,,,
,79,27,아르하 월드,고대신룡,God Dragon,古代神龍,변신,알겠습니다. 방법이 있고 시간이 필요하면 저희가 벌죠. 수호룡과 테이머를 믿으세요.,"Okay. If there's a way and you need time, We'll make time. You can trust the guardians and the tamer.",了解了。如果有方法且需要時間，我們會先行擔當。請相信守護龍和屠龍者。,,,,
,79,28,아르하 월드,주인공,Player,Player,,그놈을 막으라고요? 라고 말할 뻔 했다. 고대신룡이 먼저 말해서 천만 다행이다.,Stop him? I almost said. It is very fortunate that God dragon said so first.,差點我就脫口而出：“讓我們去阻止那家伙？”幸好是古代神龍先開口，真是萬幸。,,,,
,79,29,아르하 월드,솔라,Solar,太陽龍,,저희만 믿으시죠! 여신님의 명령은 빈틈없이 수행하겠습니다!,Just trust us! I will carry out your orders with great care!,請您只信任我們！女神的命令，我們一定會毫不馬虎地執行！,,,,
,79,30,아르하 월드,주인공,Player,Player,,솔라도 가슴을 치며 말했다. 제피로스와 포폰도 의욕에 가득 찬 모습이었다. 이젠 물러설 수 없이 무조건 말해야 했다.,"Solar also said, beating his chest. Zephyros and Popon were also full of ambition. I had to say it",太陽龍也捶著胸口說道。澤費羅斯和波彭看上去滿是幹勁。此刻，我們再也無法退縮，必須毫不猶豫地行動了。,,,,
,79,31,아르하 월드,주인공,Player,Player,,"자, 가자! 엔더 드래곤을 막으러! 서둘러서 아르하를 구해야지!","Come, let's go! To stop Ender Dragon! Let's save Archa!",來吧！去阻止終焰龍！我們必須趕緊拯救阿爾哈！,,,,
,,,,,,,,증명의 탑 50층에 도달하자. (1층부터 진행할 경우만 완료 가능)(증명의 탑에 퀘스트 표시) (알 드랍 없음),Reach to 50th floor of tower. (Must start at the 1st floor to complete.),達到證明之塔50層。（僅可完成從1層開始進行的情況） （證明之塔顯示任務） （無掉落物品）,,,,
